ID,alpha,beta,n_simulation,initial_value,trial_1,trial_2,trial_3,trial_4,trial_5,trial_6,trial_7,trial_8,trial_9,mean,median,mode,Q1,Q3
627,1.25,1.1,100,300,0,27,37,20,8,3,4,1,0,3.39,3,3,2,4
628,1.25,1.1,100,400,0,22,37,13,13,11,3,1,0,3.67,3,3,3,5
629,1.25,1.1,100,500,0,28,27,25,9,7,1,3,0,3.55,3,2,2,4
630,1.25,1.1,100,600,0,23,38,18,10,5,3,3,0,3.57,3,3,3,4
631,1.25,1.1,100,700,0,22,41,15,12,5,2,3,0,3.55,3,3,3,4
632,1.25,1.15,100,200,0,31,39,13,9,1,4,3,0,3.34,3,3,2,4
633,1.25,1.15,100,300,0,27,40,21,6,3,1,2,0,3.29,3,3,2,4
634,1.25,1.15,100,400,0,30,36,16,7,4,5,2,0,3.42,3,3,2,4
635,1.25,1.15,100,500,0,15,39,23,9,7,3,4,0,3.79,3,3,3,4
636,1.25,1.15,100,600,0,28,39,15,8,8,0,2,0,3.37,3,3,2,4
637,1.25,1.15,100,700,0,26,25,23,11,8,4,3,0,3.74,3,2,2,5
638,1.25,1.2,100,200,0,22,38,15,12,5,5,3,0,3.67,3,3,3,4.25
639,1.25,1.2,100,300,0,30,33,19,13,2,1,2,0,3.35,3,3,2,4
640,1.25,1.2,100,400,0,31,37,11,9,3,6,3,0,3.46,3,3,2,4
641,1.25,1.2,100,500,0,22,35,17,11,8,4,3,0,3.72,3,3,3,5
642,1.25,1.2,100,600,0,26,30,22,14,5,1,2,0,3.53,3,3,2,4
643,1.25,1.2,100,700,0,21,34,22,14,6,2,1,0,3.6,3,3,3,4
644,1.25,1.3,100,200,0,47,25,15,2,6,1,4,0,3.14,3,2,2,4
645,1.25,1.3,100,300,0,47,30,10,8,2,2,1,0,2.98,3,2,2,3
646,1.25,1.3,100,400,0,54,32,9,2,2,1,0,0,2.69,2,2,2,3
647,1.25,1.3,100,500,0,53,19,20,5,2,1,0,0,2.87,2,2,2,4
648,1.25,1.3,100,600,0,51,18,15,6,6,2,2,0,3.12,2,2,2,4
649,1.25,1.3,100,700,0,48,30,11,6,2,2,1,0,2.94,3,2,2,3
650,1.25,1.35,100,200,0,44,26,15,5,6,2,2,0,3.17,3,2,2,4
651,1.25,1.35,100,300,0,45,26,10,11,4,2,2,0,3.17,3,2,2,4
652,1.25,1.35,100,400,0,53,22,9,8,4,2,2,0,3.02,2,2,2,3.25
653,1.25,1.35,100,500,0,57,24,6,9,1,0,3,0,2.85,2,2,2,3
654,1.25,1.35,100,600,0,47,31,13,5,2,1,1,0,2.91,3,2,2,3
655,1.25,1.35,100,700,0,51,35,5,1,3,3,2,0,2.87,2,2,2,3
656,1.25,1.4,100,200,22,38,21,12,4,1,1,1,0,2.5,2,2,2,3
657,1.25,1.4,100,300,27,40,16,10,2,4,1,0,0,2.36,2,2,1,3
658,1.25,1.4,100,400,0,51,30,9,7,1,1,1,0,2.84,2,2,2,3
659,1.25,1.4,100,500,0,55,18,16,8,1,1,1,0,2.89,2,2,2,4
660,1.25,1.4,100,600,0,46,31,10,5,3,2,3,0,3.06,3,2,2,3
661,1.25,1.4,100,700,0,49,23,16,8,2,0,2,0,2.99,3,2,2,4
662,1.3,1.15,100,200,0,29,28,21,10,6,4,2,0,3.56,3,2,2,4
663,1.3,1.15,100,300,0,30,32,16,10,7,2,3,0,3.5,3,3,2,4
664,1.3,1.15,100,400,0,24,44,17,9,1,2,3,0,3.37,3,3,3,4
665,1.3,1.15,100,500,0,28,43,15,7,5,1,1,0,3.25,3,3,2,4
666,1.3,1.15,100,600,0,19,39,25,7,6,2,2,0,3.56,3,3,3,4
667,1.3,1.15,100,700,0,23,29,24,13,5,3,3,0,3.69,3,3,3,4
668,1.3,1.2,100,200,0,27,32,18,5,9,5,4,0,3.68,3,3,2,4
669,1.3,1.2,100,300,0,31,39,9,11,6,1,3,0,3.37,3,3,2,4
670,1.3,1.2,100,400,0,22,39,18,11,3,3,4,0,3.59,3,3,3,4
671,1.3,1.2,100,500,0,32,37,17,9,2,1,2,0,3.23,3,3,2,4
672,1.3,1.2,100,600,0,20,47,15,6,5,4,3,0,3.53,3,3,3,4
673,1.3,1.2,100,700,0,20,44,15,9,7,2,3,0,3.57,3,3,3,4
674,1.3,1.25,100,200,0,17,38,24,11,6,2,2,0,3.65,3,3,3,4
675,1.3,1.25,100,300,0,26,39,16,7,7,4,1,0,3.46,3,3,2,4
676,1.3,1.25,100,400,0,18,47,18,12,1,2,2,0,3.45,3,3,3,4
677,1.3,1.25,100,500,0,20,37,17,16,6,3,1,0,3.64,3,3,3,5
678,1.3,1.25,100,600,0,22,36,19,14,3,4,2,0,3.6,3,3,3,4
679,1.3,1.25,100,700,0,33,33,21,6,5,1,1,0,3.24,3,2,2,4
680,1.3,1.35,100,200,0,56,24,10,6,3,0,1,0,2.8,2,2,2,3
681,1.3,1.35,100,300,0,53,19,16,5,4,0,3,0,3,2,2,2,4
682,1.3,1.35,100,400,0,51,22,10,9,5,2,1,0,3.05,2,2,2,4
683,1.3,1.35,100,500,0,44,34,10,4,6,2,0,0,3,3,2,2,3
684,1.3,1.35,100,600,0,47,25,20,2,2,3,1,0,3,3,2,2,4
685,1.3,1.35,100,700,0,35,37,15,5,6,2,0,0,3.16,3,3,2,4
686,1.3,1.4,100,200,0,52,25,12,3,3,4,1,0,2.96,2,2,2,3
687,1.3,1.4,100,300,0,57,23,10,5,3,1,1,0,2.81,2,2,2,3
688,1.3,1.4,100,400,0,45,28,14,5,7,0,1,0,3.05,3,2,2,4
689,1.3,1.4,100,500,0,47,29,12,6,2,3,1,0,3,3,2,2,3
690,1.3,1.4,100,600,0,48,23,10,7,6,2,4,0,3.22,3,2,2,4
691,1.3,1.4,100,700,0,55,24,10,6,3,1,1,0,2.85,2,2,2,3
692,1.3,1.45,100,200,29,28,17,15,5,2,0,4,0,2.65,2,1,1,4
693,1.3,1.45,100,300,25,42,16,8,3,3,2,1,0,2.44,2,2,1.75,3
694,1.3,1.45,100,400,22,34,21,16,4,0,1,2,0,2.6,2,2,2,3
695,1.3,1.45,100,500,0,49,27,13,3,2,3,3,0,3.03,3,2,2,3
696,1.3,1.45,100,600,0,58,20,13,3,2,3,1,0,2.84,2,2,2,3
697,1.3,1.45,100,700,0,55,21,8,7,4,1,4,0,3.03,2,2,2,3
698,1.35,1.2,100,200,0,20,34,26,8,5,3,4,0,3.69,3,3,3,4
699,1.35,1.2,100,300,0,25,41,21,11,2,0,0,0,3.24,3,3,2.75,4
700,1.35,1.2,100,400,0,25,43,16,10,5,1,0,0,3.3,3,3,2.75,4
701,1.35,1.2,100,500,0,21,49,14,11,3,2,0,0,3.32,3,3,3,4
702,1.35,1.2,100,600,0,26,40,15,8,3,4,4,0,3.5,3,3,2,4
703,1.35,1.2,100,700,0,27,34,24,10,1,2,2,0,3.38,3,3,2,4
704,1.35,1.25,100,200,0,28,36,19,10,2,1,4,0,3.41,3,3,2,4
705,1.35,1.25,100,300,0,28,34,14,13,3,5,3,0,3.56,3,3,2,4
706,1.35,1.25,100,400,0,26,37,17,10,4,1,5,0,3.52,3,3,2,4
707,1.35,1.25,100,500,0,21,45,14,11,4,3,2,0,3.49,3,3,3,4
708,1.35,1.25,100,600,0,25,39,18,8,5,4,1,0,3.45,3,3,2.75,4
709,1.35,1.25,100,700,0,23,40,22,6,4,1,4,0,3.47,3,3,3,4
710,1.35,1.3,100,200,0,26,44,15,6,6,0,3,0,3.34,3,3,2,4
711,1.35,1.3,100,300,0,24,36,29,6,2,2,1,0,3.36,3,3,3,4
712,1.35,1.3,100,400,0,29,37,20,7,2,2,3,0,3.34,3,3,2,4
713,1.35,1.3,100,500,0,42,36,16,4,1,0,1,0,2.9,3,2,2,3
714,1.35,1.3,100,600,0,40,33,9,7,6,2,3,0,3.24,3,2,2,4
715,1.35,1.3,100,700,0,45,31,10,9,2,1,2,0,3.03,3,2,2,3
716,1.35,1.4,100,200,0,58,23,6,5,3,4,1,0,2.88,2,2,2,3
717,1.35,1.4,100,300,0,54,26,10,7,1,1,1,0,2.82,2,2,2,3
718,1.35,1.4,100,400,0,50,26,11,8,1,2,2,0,2.98,2.5,2,2,3
719,1.35,1.4,100,500,0,52,24,14,9,0,0,1,0,2.85,2,2,2,3
720,1.35,1.4,100,600,0,46,26,16,5,1,4,2,0,3.09,3,2,2,4
721,1.35,1.4,100,700,0,48,25,15,7,2,3,0,0,2.99,3,2,2,4
722,1.35,1.45,100,200,0,51,22,16,6,2,0,3,0,2.98,2,2,2,4
723,1.35,1.45,100,300,0,44,31,21,2,2,0,0,0,2.87,3,2,2,3.25
724,1.35,1.45,100,400,0,50,24,13,6,3,1,3,0,3.03,2.5,2,2,4
725,1.35,1.45,100,500,0,52,30,8,6,2,1,1,0,2.83,2,2,2,3
726,1.35,1.45,100,600,0,54,17,16,10,0,2,1,0,2.95,2,2,2,4
727,1.35,1.45,100,700,0,48,22,22,6,1,1,0,0,2.93,3,2,2,4
728,1.35,1.5,100,200,31,40,13,6,4,2,1,3,0,2.37,2,2,1,3
729,1.35,1.5,100,300,28,41,13,9,7,1,1,0,0,2.33,2,2,1,3
730,1.35,1.5,100,400,23,43,16,13,1,1,2,1,0,2.42,2,2,2,3
731,1.35,1.5,100,500,25,37,22,12,1,2,1,0,0,2.37,2,2,1.75,3
732,1.35,1.5,100,600,0,53,17,15,8,3,1,3,0,3.06,2,2,2,4
733,1.35,1.5,100,700,0,36,32,17,4,5,4,2,0,3.3,3,2,2,4
734,1.4,1.25,100,200,0,25,42,19,6,5,3,0,0,3.33,3,3,2.75,4
735,1.4,1.25,100,300,0,21,29,28,11,6,3,2,0,3.69,3.5,3,3,4
736,1.4,1.25,100,400,0,28,30,18,14,7,2,1,0,3.52,3,3,2,4
737,1.4,1.25,100,500,0,24,36,20,9,8,2,1,0,3.51,3,3,3,4
738,1.4,1.25,100,600,0,24,36,17,10,6,2,5,0,3.64,3,3,3,4
739,1.4,1.25,100,700,0,23,43,8,10,3,7,6,0,3.72,3,3,3,5
740,1.4,1.3,100,200,0,24,36,26,5,5,3,1,0,3.44,3,3,3,4
741,1.4,1.3,100,300,0,29,39,16,8,5,2,1,0,3.31,3,3,2,4
742,1.4,1.3,100,400,0,32,39,15,8,3,2,1,0,3.21,3,3,2,4
743,1.4,1.3,100,500,0,20,37,19,10,9,2,3,0,3.69,3,3,3,4
744,1.4,1.3,100,600,0,23,32,24,15,5,0,1,0,3.51,3,3,3,4
745,1.4,1.3,100,700,0,25,38,20,9,2,4,2,0,3.45,3,3,2.75,4
746,1.4,1.35,100,200,0,40,35,12,6,4,0,3,0,3.11,3,2,2,3.25
747,1.4,1.35,100,300,0,38,20,19,13,5,2,3,0,3.45,3,2,2,4
748,1.4,1.35,100,400,0,35,33,21,8,2,1,0,0,3.12,3,2,2,4
749,1.4,1.35,100,500,0,48,27,15,5,2,1,2,0,2.97,3,2,2,3.25
750,1.4,1.35,100,600,0,47,25,10,7,5,4,2,0,3.18,3,2,2,4
751,1.4,1.35,100,700,0,50,23,11,8,3,0,5,0,3.11,2.5,2,2,4
752,1.4,1.45,100,200,0,51,24,15,3,3,3,1,0,2.96,2,2,2,3.25
753,1.4,1.45,100,300,0,48,25,12,6,7,1,1,0,3.06,3,2,2,4
754,1.4,1.45,100,400,0,53,25,12,5,2,2,1,0,2.88,2,2,2,3
755,1.4,1.45,100,500,0,49,31,11,6,2,0,1,0,2.85,3,2,2,3
756,1.4,1.45,100,600,0,45,28,15,8,1,1,2,0,3.03,3,2,2,4
757,1.4,1.45,100,700,0,45,32,11,3,6,0,3,0,3.05,3,2,2,3
758,1.4,1.5,100,200,0,43,28,14,9,3,0,3,0,3.13,3,2,2,4
759,1.4,1.5,100,300,0,51,21,18,5,4,0,1,0,2.94,2,2,2,4
760,1.4,1.5,100,400,0,52,25,11,6,3,3,0,0,2.92,2,2,2,3
761,1.4,1.5,100,500,0,44,30,14,4,5,2,1,0,3.06,3,2,2,4
762,1.4,1.5,100,600,0,50,26,15,4,2,3,0,0,2.91,2.5,2,2,3
763,1.4,1.5,100,700,0,49,24,15,5,4,2,1,0,3.01,3,2,2,4
764,1.4,1.55,100,200,21,44,15,13,3,1,2,1,0,2.49,2,2,2,3
765,1.4,1.55,100,300,27,36,21,6,3,2,0,5,0,2.53,2,2,1,3
766,1.4,1.55,100,400,29,32,18,11,7,2,0,1,0,2.46,2,2,1,3
767,1.4,1.55,100,500,25,37,18,11,5,0,2,2,0,2.52,2,2,1.75,3
768,1.4,1.55,100,600,20,37,22,9,5,3,2,2,0,2.69,2,2,2,3
769,1.4,1.55,100,700,0,51,31,14,2,1,1,0,0,2.74,2,2,2,3
770,1.45,1.3,100,200,0,22,27,25,12,4,5,5,0,3.84,4,3,3,5
771,1.45,1.3,100,300,0,16,42,25,8,4,3,2,0,3.59,3,3,3,4
772,1.45,1.3,100,400,0,26,36,17,8,5,4,4,0,3.58,3,3,2,4
773,1.45,1.3,100,500,0,27,43,17,5,2,3,3,0,3.33,3,3,2,4
774,1.45,1.3,100,600,0,30,41,11,8,6,3,1,0,3.32,3,3,2,4
775,1.45,1.3,100,700,0,24,36,17,9,8,2,4,0,3.63,3,3,3,4
776,1.45,1.35,100,200,0,27,38,15,8,6,4,2,0,3.48,3,3,2,4
777,1.45,1.35,100,300,0,22,40,21,7,3,5,2,0,3.52,3,3,3,4
778,1.45,1.35,100,400,0,29,38,26,5,0,1,1,0,3.16,3,3,2,4
779,1.45,1.35,100,500,0,31,30,13,16,5,3,2,0,3.51,3,2,2,5
780,1.45,1.35,100,600,0,21,34,24,12,6,1,2,0,3.59,3,3,3,4
781,1.45,1.35,100,700,0,18,37,21,11,5,4,4,0,3.76,3,3,3,4
782,1.45,1.4,100,200,0,35,37,12,5,4,3,4,0,3.31,3,3,2,4
783,1.45,1.4,100,300,0,50,18,19,7,2,2,2,0,3.07,2.5,2,2,4
784,1.45,1.4,100,400,0,56,24,8,7,2,1,2,0,2.86,2,2,2,3
785,1.45,1.4,100,500,0,55,24,10,7,3,1,0,0,2.82,2,2,2,3
786,1.45,1.4,100,600,0,58,16,14,5,2,4,1,0,2.93,2,2,2,4
787,1.45,1.4,100,700,0,53,21,15,6,1,2,2,0,2.95,2,2,2,4
788,1.45,1.5,100,200,0,44,28,15,7,3,3,0,0,3.06,3,2,2,4
789,1.45,1.5,100,300,0,48,23,13,6,4,6,0,0,3.13,3,2,2,4
790,1.45,1.5,100,400,0,54,26,11,7,1,1,0,0,2.78,2,2,2,3
791,1.45,1.5,100,500,0,43,26,15,6,3,5,2,0,3.23,3,2,2,4
792,1.45,1.5,100,600,0,42,24,16,10,5,1,2,0,3.23,3,2,2,4
793,1.45,1.5,100,700,0,53,24,13,6,3,0,1,0,2.86,2,2,2,3
794,1.45,1.55,100,200,0,55,26,13,4,0,0,2,0,2.76,2,2,2,3
795,1.45,1.55,100,300,0,58,27,8,4,1,1,1,0,2.7,2,2,2,3
796,1.45,1.55,100,400,0,60,20,10,2,5,1,2,0,2.83,2,2,2,3
797,1.45,1.55,100,500,0,53,21,16,4,2,2,2,0,2.95,2,2,2,4
798,1.45,1.55,100,600,0,56,25,13,4,2,0,0,0,2.71,2,2,2,3
799,1.45,1.55,100,700,0,53,28,8,5,3,2,1,0,2.87,2,2,2,3
800,1.45,1.6,100,200,27,39,19,6,5,0,2,2,0,2.41,2,2,1,3
801,1.45,1.6,100,300,21,42,19,11,3,2,1,1,0,2.48,2,2,2,3
802,1.45,1.6,100,400,23,38,15,15,3,2,3,1,0,2.6,2,2,2,3
803,1.45,1.6,100,500,25,42,15,9,7,1,1,0,0,2.38,2,2,1.75,3
804,1.45,1.6,100,600,31,35,18,6,3,3,2,2,0,2.42,2,2,1,3
805,1.45,1.6,100,700,29,36,23,6,2,0,2,2,0,2.34,2,2,1,3
806,1.5,1.35,100,200,0,18,33,26,13,6,3,1,0,3.69,3,3,3,4
807,1.5,1.35,100,300,0,30,43,12,9,3,0,3,0,3.24,3,3,2,4
808,1.5,1.35,100,400,0,27,39,23,3,3,2,3,0,3.34,3,3,2,4
809,1.5,1.35,100,500,0,26,31,18,14,7,2,2,0,3.59,3,3,2,4.25
810,1.5,1.35,100,600,0,27,41,12,9,5,2,4,0,3.46,3,3,2,4
811,1.5,1.35,100,700,0,20,37,17,8,9,5,4,0,3.8,3,3,3,5
812,1.5,1.4,100,200,0,35,36,15,7,4,1,2,0,3.2,3,3,2,4
813,1.5,1.4,100,300,0,21,47,15,10,5,0,2,0,3.39,3,3,3,4
814,1.5,1.4,100,400,0,27,38,16,8,7,2,2,0,3.44,3,3,2,4
815,1.5,1.4,100,500,0,22,43,12,16,4,2,1,0,3.47,3,3,3,4
816,1.5,1.4,100,600,0,25,41,14,13,5,0,2,0,3.4,3,3,2.75,4
817,1.5,1.4,100,700,0,34,42,15,4,2,1,2,0,3.09,3,3,2,3
818,1.5,1.45,100,200,0,53,29,7,6,4,1,0,0,2.82,2,2,2,3
819,1.5,1.45,100,300,0,50,21,12,9,5,2,1,0,3.08,2.5,2,2,4
820,1.5,1.45,100,400,0,46,20,18,6,5,3,2,0,3.21,3,2,2,4
821,1.5,1.45,100,500,0,49,29,9,8,2,2,1,0,2.95,3,2,2,3
822,1.5,1.45,100,600,0,49,25,13,9,2,1,1,0,2.97,3,2,2,4
823,1.5,1.45,100,700,0,51,24,9,9,4,0,3,0,3.03,2,2,2,3.25
824,1.5,1.55,100,200,0,46,28,14,5,2,2,3,0,3.07,3,2,2,4
825,1.5,1.55,100,300,0,52,17,14,8,3,2,4,0,3.15,2,2,2,4
826,1.5,1.55,100,400,0,48,29,12,5,4,2,0,0,2.94,3,2,2,3
827,1.5,1.55,100,500,0,59,20,8,5,3,2,3,0,2.91,2,2,2,3
828,1.5,1.55,100,600,0,47,25,12,6,7,0,3,0,3.13,3,2,2,4
829,1.5,1.55,100,700,0,49,25,17,7,2,0,0,0,2.88,3,2,2,4
830,1.5,1.6,100,200,22,39,18,11,5,2,2,1,0,2.57,2,2,2,3
831,1.5,1.6,100,300,0,52,21,12,10,3,2,0,0,2.97,2,2,2,4
832,1.5,1.6,100,400,0,52,20,15,5,5,1,2,0,3.02,2,2,2,4
833,1.5,1.6,100,500,0,59,23,7,7,2,2,0,0,2.76,2,2,2,3
834,1.5,1.6,100,600,0,43,23,17,11,2,3,1,0,3.19,3,2,2,4
835,1.5,1.6,100,700,0,53,20,16,7,1,2,1,0,2.93,2,2,2,4
836,1.5,1.65,100,200,21,44,15,9,5,5,1,0,0,2.52,2,2,2,3
837,1.5,1.65,100,300,23,45,15,10,4,1,2,0,0,2.38,2,2,2,3
838,1.5,1.65,100,400,30,36,13,10,8,1,1,1,0,2.42,2,2,1,3
839,1.5,1.65,100,500,23,37,17,13,6,1,2,1,0,2.58,2,2,2,3
840,1.5,1.65,100,600,20,45,19,7,6,2,0,1,0,2.45,2,2,2,3
841,1.5,1.65,100,700,26,44,9,7,7,4,1,2,0,2.51,2,2,1,3
842,1.55,1.4,100,200,0,29,25,21,18,4,0,3,0,3.55,3,2,2,4.25
843,1.55,1.4,100,300,0,26,33,17,12,7,4,1,0,3.57,3,3,2,4
844,1.55,1.4,100,400,0,33,30,22,11,1,0,3,0,3.29,3,2,2,4
845,1.55,1.4,100,500,0,24,37,22,10,4,2,1,0,3.43,3,3,3,4
846,1.55,1.4,100,600,0,29,33,18,8,5,3,4,0,3.52,3,3,2,4
847,1.55,1.4,100,700,0,31,36,20,7,2,2,2,0,3.27,3,3,2,4
848,1.55,1.45,100,200,0,33,30,16,8,5,4,4,0,3.5,3,2,2,4
849,1.55,1.45,100,300,0,33,31,22,8,3,2,1,0,3.27,3,2,2,4
850,1.55,1.45,100,400,0,29,31,20,11,6,2,1,0,3.44,3,3,2,4
851,1.55,1.45,100,500,0,34,34,15,8,6,2,1,0,3.28,3,2,2,4
852,1.55,1.45,100,600,0,40,29,13,7,5,3,3,0,3.29,3,2,2,4
853,1.55,1.45,100,700,0,62,19,8,5,4,2,0,0,2.76,2,2,2,3
854,1.55,1.5,100,200,0,47,27,12,8,2,3,1,0,3.04,3,2,2,4
855,1.55,1.5,100,300,0,54,13,14,5,6,7,1,0,3.21,2,2,2,4
856,1.55,1.5,100,400,0,53,22,10,10,2,2,1,0,2.96,2,2,2,3.25
857,1.55,1.5,100,500,0,58,19,12,6,2,0,3,0,2.87,2,2,2,3
858,1.55,1.5,100,600,0,52,23,14,5,3,1,2,0,2.95,2,2,2,3.25
859,1.55,1.5,100,700,0,51,24,14,3,5,2,1,0,2.97,2,2,2,3.25
860,1.55,1.6,100,200,0,46,27,18,3,3,2,1,0,3,3,2,2,4
861,1.55,1.6,100,300,0,55,22,9,7,3,1,3,0,2.96,2,2,2,3
862,1.55,1.6,100,400,0,49,24,8,8,7,1,3,0,3.15,3,2,2,4
863,1.55,1.6,100,500,0,49,29,10,7,3,2,0,0,2.92,3,2,2,3
864,1.55,1.6,100,600,0,48,22,16,6,5,2,1,0,3.08,3,2,2,4
865,1.55,1.6,100,700,0,51,19,11,7,5,3,4,0,3.21,2,2,2,4
866,1.55,1.65,100,200,28,35,22,8,2,1,1,3,0,2.43,2,2,1,3
867,1.55,1.65,100,300,22,43,19,8,4,2,1,1,0,2.44,2,2,2,3
868,1.55,1.65,100,400,0,52,20,17,7,2,0,2,0,2.95,2,2,2,4
869,1.55,1.65,100,500,0,55,23,8,6,6,0,2,0,2.93,2,2,2,3
870,1.55,1.65,100,600,0,51,21,11,8,5,1,3,0,3.1,2,2,2,4
871,1.55,1.65,100,700,0,51,24,11,7,5,2,0,0,2.97,2,2,2,3.25
872,1.55,1.7,100,200,29,32,17,9,7,2,1,3,0,2.58,2,2,1,3
873,1.55,1.7,100,300,32,36,15,10,1,2,1,3,0,2.37,2,2,1,3
874,1.55,1.7,100,400,27,46,17,2,2,2,3,1,0,2.29,2,2,1,3
875,1.55,1.7,100,500,24,38,25,6,3,3,1,0,0,2.39,2,2,2,3
876,1.55,1.7,100,600,29,35,19,8,3,4,1,1,0,2.42,2,2,1,3
877,1.55,1.7,100,700,25,38,20,5,4,2,5,1,0,2.56,2,2,1.75,3
878,1.6,1.45,100,200,0,29,35,17,13,2,2,2,0,3.38,3,3,2,4
879,1.6,1.45,100,300,0,28,36,19,10,5,1,1,0,3.35,3,3,2,4
880,1.6,1.45,100,400,0,29,39,20,7,3,2,0,0,3.22,3,3,2,4
881,1.6,1.45,100,500,0,26,35,15,11,6,2,5,0,3.62,3,3,2,4
882,1.6,1.45,100,600,0,27,43,10,13,2,3,2,0,3.37,3,3,2,4
883,1.6,1.45,100,700,0,21,36,21,7,4,4,7,0,3.77,3,3,3,4
884,1.6,1.5,100,200,0,25,31,16,13,7,3,5,0,3.75,3,3,2.75,5
885,1.6,1.5,100,300,0,27,34,16,12,5,3,3,0,3.55,3,3,2,4
886,1.6,1.5,100,400,0,41,24,16,10,6,2,1,0,3.26,3,2,2,4
887,1.6,1.5,100,500,0,44,34,14,4,2,0,2,0,2.94,3,2,2,3
888,1.6,1.5,100,600,0,48,25,18,4,3,1,1,0,2.96,3,2,2,4
889,1.6,1.5,100,700,0,49,20,13,7,8,1,2,0,3.16,3,2,2,4
890,1.6,1.55,100,200,0,49,25,10,9,3,2,2,0,3.06,3,2,2,4
891,1.6,1.55,100,300,0,46,30,13,6,2,1,2,0,2.99,3,2,2,3
892,1.6,1.55,100,400,0,51,23,12,6,4,0,4,0,3.05,2,2,2,4
893,1.6,1.55,100,500,0,54,23,13,7,2,1,0,0,2.83,2,2,2,3
894,1.6,1.55,100,600,0,49,26,13,5,1,2,4,0,3.05,3,2,2,3.25
895,1.6,1.55,100,700,0,52,23,12,7,3,1,2,0,2.97,2,2,2,3.25
896,1.6,1.65,100,200,0,49,24,13,6,5,1,2,0,3.05,3,2,2,4
897,1.6,1.65,100,300,0,52,21,12,8,4,1,2,0,3.02,2,2,2,4
898,1.6,1.65,100,400,0,52,24,14,6,2,1,1,0,2.89,2,2,2,3
899,1.6,1.65,100,500,0,50,25,17,5,2,1,0,0,2.87,2.5,2,2,3.25
900,1.6,1.65,100,600,0,61,15,15,7,2,0,0,0,2.74,2,2,2,3
901,1.6,1.65,100,700,0,44,25,14,10,3,2,2,0,3.17,3,2,2,4
902,1.6,1.7,100,200,23,40,17,12,2,3,2,1,0,2.52,2,2,2,3
903,1.6,1.7,100,300,23,39,15,10,6,4,2,1,0,2.62,2,2,2,3
904,1.6,1.7,100,400,25,36,18,10,7,1,1,2,0,2.55,2,2,1.75,3
905,1.6,1.7,100,500,0,50,22,6,14,5,2,1,0,3.12,2.5,2,2,4
906,1.6,1.7,100,600,0,52,28,11,4,3,1,1,0,2.85,2,2,2,3
907,1.6,1.7,100,700,0,57,21,12,2,3,2,3,0,2.91,2,2,2,3
908,1.6,1.75,100,200,32,25,24,9,3,3,1,3,0,2.54,2,1,1,3
909,1.6,1.75,100,300,25,40,17,11,5,1,0,1,0,2.39,2,2,1.75,3
910,1.6,1.75,100,400,27,43,16,7,3,2,2,0,0,2.3,2,2,1,3
911,1.6,1.75,100,500,30,40,14,6,5,3,1,1,0,2.34,2,2,1,3
912,1.6,1.75,100,600,28,37,20,8,3,3,0,1,0,2.35,2,2,1,3
913,1.6,1.75,100,700,29,35,23,10,1,1,0,1,0,2.27,2,2,1,3
914,1.65,1.5,100,200,0,28,36,21,10,1,2,2,0,3.34,3,3,2,4
915,1.65,1.5,100,300,0,23,34,21,9,5,5,3,0,3.66,3,3,3,4
916,1.65,1.5,100,400,0,24,34,20,12,5,2,3,0,3.58,3,3,3,4
917,1.65,1.5,100,500,0,31,36,14,8,5,6,0,0,3.38,3,3,2,4
918,1.65,1.5,100,600,0,25,44,11,10,4,3,3,0,3.45,3,3,2.75,4
919,1.65,1.5,100,700,0,23,39,22,9,1,4,2,0,3.46,3,3,3,4
920,1.65,1.55,100,200,0,26,39,15,10,5,1,4,0,3.48,3,3,2,4
921,1.65,1.55,100,300,0,37,25,20,10,5,3,0,0,3.3,3,2,2,4
922,1.65,1.55,100,400,0,38,27,12,9,8,4,2,0,3.42,3,2,2,4
923,1.65,1.55,100,500,0,57,19,11,5,3,1,4,0,2.97,2,2,2,3
924,1.65,1.55,100,600,0,42,30,13,5,7,2,1,0,3.15,3,2,2,4
925,1.65,1.55,100,700,0,54,23,12,3,3,4,1,0,2.94,2,2,2,3
926,1.65,1.6,100,200,0,54,29,10,5,1,1,0,0,2.73,2,2,2,3
927,1.65,1.6,100,300,0,53,21,15,3,5,1,2,0,2.97,2,2,2,4
928,1.65,1.6,100,400,0,57,23,9,4,5,0,2,0,2.85,2,2,2,3
929,1.65,1.6,100,500,0,47,28,14,4,2,3,2,0,3.03,3,2,2,3.25
930,1.65,1.6,100,600,0,49,36,11,2,2,0,0,0,2.72,3,2,2,3
931,1.65,1.6,100,700,0,51,24,12,9,2,1,1,0,2.94,2,2,2,3.25
932,1.65,1.7,100,200,0,54,26,14,5,1,0,0,0,2.73,2,2,2,3
933,1.65,1.7,100,300,0,51,26,11,5,5,0,2,0,2.95,2,2,2,3
934,1.65,1.7,100,400,0,52,27,8,4,4,2,3,0,2.99,2,2,2,3
935,1.65,1.7,100,500,0,51,22,11,6,4,3,3,0,3.11,2,2,2,4
936,1.65,1.7,100,600,0,55,26,12,2,3,1,1,0,2.79,2,2,2,3
937,1.65,1.7,100,700,0,45,30,15,5,3,1,1,0,2.98,3,2,2,3.25
938,1.65,1.75,100,200,30,35,20,7,2,3,1,2,0,2.39,2,2,1,3
939,1.65,1.75,100,300,28,31,19,13,1,5,2,1,0,2.56,2,2,1,3
940,1.65,1.75,100,400,29,30,19,14,1,4,2,1,0,2.53,2,2,1,3
